group,worker_id,chat_input,chat_response,chat_bot_type
jugglechat,5eb07ca9744ab31361898861,how do medical professionals differentiate between COVID-19 and the flu,". The clinical spectrum of COVID-19 ranges from mild disease with non-specific signs and symptoms of acute respiratory illness, to severe pneumonia with respiratory failure and septic shock. There have also been reports of asymptomatic infection with COVID-19. See also Interim Clinical Guidance for Management of Patients with Confirmed Coronavirus Disease 2019 (COVID-19).",faq
jugglechat,5f79e004bedcf209c5be2d82,what happens if I have covid,"Depending on local circumstances, local authorities may decide to temporarily close schools and daycare centres to reduce transmission",qa
jugglechat,5dfeb647c0b81fb457299d05,Will those with high risk be given the COVID-19 vaccine first,"Not yet. To date, there is no vaccine and no specific antiviral medicine to prevent or treat COVID-2019. However, those affected should receive care to relieve symptoms. People with serious illness should be hospitalized. Most patients recover thanks to supportive care.. . Possible vaccines and some specific drug treatments are under investigation. They are being tested through clinical trials. WHO is coordinating efforts to develop vaccines and medicines to prevent and treat COVID-19.. . The most effective ways to protect yourself and others against COVID-19 are to frequently clean your hands, cover your cough with the bend of elbow or tissue, and maintain a distance of at least 1 meter (3 feet) from people who are coughing or sneezing. (See Basic protective measures against the new coronavirus).",faq
jugglechat,5f6a56736ff2f810b5756509,where in china did the virus start,"It was first found in Wuhan City, Hubei Province, China. The first cases are linked to a live animal market but now COVID-19 is able to spread person-to-person.",faq
jugglechat,5efd5d99d36f631a42803168,Is covid-19 more susceptible in the black and ethnic minority groups,"Reported illnesses have ranged from mild symptoms to severe illness and death from confirmed COVID-19 cases. Confirmed means that these people were tested positive for COVID-19. These are the symptoms that can appear 2 to 14 days after exposure: fever, cough, shortness of breath, pneumonia in both lungs. Those who are infected with COVID-19 may also have little to no symptoms.   However, if you're experiencing difficulty breathing or shortness of breath, persistent pain or pressure in the chest, new confusion or inability to arouse, and/or bluish lips or face - please seek medical attention immediately. This is not an all inclusive list - if you are experiencing symptoms that are severe or concerning, talk to your medical provider.",faq
jugglechat,5f56586779a86f05faa07be4,Please give me a summary of the lesson,"COVID-19 is caused by the virus severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2), a new virus in humans causing respiratory illness which can be spread from person-to-person. a physical distance of at least 1 meter (3 ft) between persons is suggested by the world health organization (WHO) to avoid infection, although some WHO member states have recommended maintaining greater distances whenever possible.",absum
jugglechat,5eab1e2cc8c0ac0d8262feaf,Yes please!,Please click here to see current U.S. case count: https://www.cdc.gov/coronavirus/2019-ncov/cases-updates/cases-in-us.html,qa
jugglechat,5be8bde6598a35000108e15f,What is fluid management,"Supportive care (e.g. fluid management, oxygen therapy etc.)",qa
jugglechat,5f0c40741fa6930438c1f19c,Who is at most risk,"Older adults (people over the age of 65), those who live in nursing homes or long term care facilities, people who have underlying medical conditions (e.g. chronic lung disease, asthma, diabetes, sickle cell anemia, weakened immune system, chemotherapy, liver cirrhosis, etc), pregnant people, and incarcerated populations.",faq
jugglechat,5fac5c4a38cf5c215aa22726,What are the symptoms of COVID-19,"Reported illnesses have ranged from mild symptoms to severe illness and death from confirmed COVID-19 cases. Confirmed means that these people were tested positive for COVID-19. These are the symptoms that can appear 2 to 14 days after exposure: fever, cough, shortness of breath, pneumonia in both lungs. Those who are infected with COVID-19 may also have little to no symptoms.   However, if you're experiencing difficulty breathing or shortness of breath, persistent pain or pressure in the chest, new confusion or inability to arouse, and/or bluish lips or face - please seek medical attention immediately. This is not an all inclusive list - if you are experiencing symptoms that are severe or concerning, talk to your medical provider.",faq
jugglechat,5ee73b641f27a34cb1d7fa2e,How do you prevent the spread of Covid-19,by teaching them to do the same things everyone should do to stay healthy,qa
jugglechat,5f79e004bedcf209c5be2d82,is covid dangerous,there is little evidence showing that these masks used by healthy people will prevent transmission to the public,qa
jugglechat,5f4b9740fdda0b04d86a533c,What is the background of the virus,the period of time that it takes COVID-19 to develop after being exposed,qa
jugglechat,5be8bde6598a35000108e15f,What does fluid management include,"Supportive care (e.g. fluid management, oxygen therapy etc.)",qa
jugglechat,5dfeb647c0b81fb457299d05,ok,"I'm sorry, but I don't seem to have a solid answer for that.. :(",greet
jugglechat,5f6a56736ff2f810b5756509,Were people first infected from animals,"There is currently no evidence to suggest that this virus is circulating in animals in Canada.  It is possible that some types of animals can be infected with COVID-19 but there is no evidence that pets or other animals can spread the virus. There are still many unknowns about COVID-19 and this is an area that remains to be studied and understood.  Until we know more, if you have been diagnosed with COVID-19 and have a pet or other animal: avoid close contact with them, do not snuggle or kiss them, or let them lick you, sit on your lap, or sleep in your bed, practice good cough etiquette, avoid coughing and sneezing on your animals, have another member of your household care for your animals (if this is not possible, always wash your hands before touching or feeding them), and limit your animal's contact with other people and animals (this may mean keeping them indoors)  To date, there have not been any reports of livestock being infected by COVID-19 anywhere. However, livestock producers should follow normal biosecurity measures as always. This includes limiting visitors or workers who may have travelled to, or been in contact with, someone from an affected area.",faq
jugglechat,5ca380d0a29412000187029c,summary of the information please,"COVID-19 is caused by the virus severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2), a new virus in humans causing respiratory illness which can be spread from person-to-person. a physical distance of at least 1 meter (3 ft) between persons is suggested by the world health organization (WHO) to avoid infection, although some WHO member states have recommended maintaining greater distances whenever possible.",absum
jugglechat,5eab1e2cc8c0ac0d8262feaf,"How are you doing today, Chatbot","I'm sorry, but I don't seem to have a solid answer for that.. :(",bot_challenge
jugglechat,5c800507a1d4b900114f28c4,"Hi, how are you today","Reported illnesses have ranged from mild symptoms to severe illness and death from confirmed COVID-19 cases. Confirmed means that these people were tested positive for COVID-19. These are the symptoms that can appear 2 to 14 days after exposure: fever, cough, shortness of breath, pneumonia in both lungs. Those who are infected with COVID-19 may also have little to no symptoms.   However, if you're experiencing difficulty breathing or shortness of breath, persistent pain or pressure in the chest, new confusion or inability to arouse, and/or bluish lips or face - please seek medical attention immediately. This is not an all inclusive list - if you are experiencing symptoms that are severe or concerning, talk to your medical provider.",faq
jugglechat,5fac5c4a38cf5c215aa22726,Who is most at risk of severe illness,pregnant women are more at risk of developing severe illness than other healthy adults from coronavirus,qa
jugglechat,577d1216b425c40001434b2f,Who is most at risk,"Older adults (people over the age of 65), those who live in nursing homes or long term care facilities, people who have underlying medical conditions (e.g. chronic lung disease, asthma, diabetes, sickle cell anemia, weakened immune system, chemotherapy, liver cirrhosis, etc), pregnant people, and incarcerated populations.",faq
jugglechat,5bead3d3feaa4a000164c40c,further info this is not enough,"All 50 states in the U.S., as well as D.C., Puerto Rico, Guam, and the U.S. Virgin Islands have reported presumptive positive cases of COVID-19.",faq
jugglechat,5ee73b641f27a34cb1d7fa2e,Is there a vaccine for Covid-19,"Not yet. To date, there is no vaccine and no specific antiviral medicine to prevent or treat COVID-2019. However, those affected should receive care to relieve symptoms. People with serious illness should be hospitalized. Most patients recover thanks to supportive care.. . Possible vaccines and some specific drug treatments are under investigation. They are being tested through clinical trials. WHO is coordinating efforts to develop vaccines and medicines to prevent and treat COVID-19.. . The most effective ways to protect yourself and others against COVID-19 are to frequently clean your hands, cover your cough with the bend of elbow or tissue, and maintain a distance of at least 1 meter (3 feet) from people who are coughing or sneezing. (See Basic protective measures against the new coronavirus).",faq
jugglechat,5f56586779a86f05faa07be4,what is the fatality rate of covid-19,"the quarantine period is 14 days, or two weeks, from date of possible exposure",qa
jugglechat,5be8bde6598a35000108e15f,What does COVID-19 do to the human body,"Not all patients with COVID-19 will require medical supportive care. Clinical management for hospitalized patients with COVID-19 is focused on supportive care of complications, including advanced organ support for respiratory failure, septic shock, and multi-organ failure. Empiric testing and treatment for other viral or bacterial etiologies may be warranted.. . Corticosteroids are not routinely recommended for viral pneumonia or ARDS and should be avoided unless they are indicated for another reason (e.g., COPD exacerbation, refractory septic shock following Surviving Sepsis Campaign Guidelines).. . There are currently no antiviral drugs licensed by the U.S. Food and Drug Administration (FDA) to treat COVID-19. Some in-vitro or in-vivo studies suggest potential therapeutic activity of some agents against related coronaviruses, but there are no available data from observational studies or randomized controlled trials in humans to support recommending any investigational therapeutics for patients with confirmed or suspected COVID-19 at this time. Remdesivir, an investigational antiviral drug, was reported to have in-vitro activity against COVID-19. A small number of patients with COVID-19 have received intravenous remdesivir for compassionate use outside of a clinical trial setting. A randomized placebo-controlled clinical trial of remdesivirexternal icon for treatment of hospitalized patients with COVID-19 respiratory disease has been implemented in China. A randomized open label trialexternal icon of combination lopinavir-ritonavir treatment has been also been conducted in patients with COVID-19 in China, but no results are available to date. trials of other potential therapeutics for COVID-19 are being planned. For information on specific clinical trials underway for treatment of patients with COVID-19 infection, see clinicaltrials.govexternal icon.. . See Interim Clinical Guidance for Management of Patients with Confirmed Coronavirus Disease 2019 (COVID-19)",faq
jugglechat,5a9d6bc3b5e2110001c6de60,Is the UK dealing with Covid well,"COVID-19 is a new coronavirus that we have not seen previously; it is not the same as the flu or common cold. Coronaviruses are types of viruses that cause illnesses. These include the common cold, flu, to more severe diseases like Middle East Respiratory Syndrom (MERs-CoV) and Severe Acute Respiratory Syndrome (SARS-CoV).   [[Would you like to know more about COVID-19 symptoms?]]",faq
jugglechat,5f0c40741fa6930438c1f19c,Will a national lockdown work,most common EPA-registered household disinfectants will work,qa
jugglechat,5ca380d0a29412000187029c,how can it infect you through your eyes,"It can be possible, as people can touch a surface that has the virus on it and then touch their mouth, nose, or eyes... but the current understanding of how COVID-19 spreads is through respiratory droplets.",faq
jugglechat,5fac5c4a38cf5c215aa22726,Is there a vaccine,"Efforts to develop a vaccine are already underway. As yet, there is no vaccine available, however.. ",faq
jugglechat,5eedec89a08bcd222d7c447c,Will younger people who may have these illnesses expirience the same level of severity as an older person over the age of 65,"people who have underlying medical conditions (e.g. chronic lung disease, asthma, diabetes, sickle cell anemia, weakened immune system, chemotherapy, liver cirrhosis, etc), pregnant people, and incarcerated populations",qa
jugglechat,5e66af6f70f23a07c791f77d,Do we know when the virus was first contracted in europe,"According to information from the Chinese authorities in Wuhan, some patients worked as traders or vendors at the Huanan Seafood Market in Wuhan. It is the largest seafood market in Wuhan with over 600 stalls and 1,500 workers. It has been reported that wild animals and/or organs of other animals and reptiles were also offered for sale at the market. It is currently assumed that SARS-CoV-2 was spread to human beings from bats.. ",faq
jugglechat,5ca380d0a29412000187029c,what is the death rate,This interactive map by the Johns Hopkins University provides updated information by country about the number of confirmed Covid19 cases and deaths: https://coronavirus.jhu.edu/map.html.,faq
jugglechat,5efd5d99d36f631a42803168,when will there be a vaccine,"Efforts to develop a vaccine are already underway. As yet, there is no vaccine available, however.. ",faq
jugglechat,5f4b9740fdda0b04d86a533c,What are some symptoms of the virus,"Coronaviruses are a large family of viruses. Some cause illness in people, and others, such as canine and feline coronaviruses, only infect animals. Rarely, animal coronaviruses that infect animals have emerged to infect people and can spread between people. This is suspected to have occurred for the virus that causes COVID-19. Middle East Respiratory Syndrome (MERS) and Severe Acute Respiratory Syndrome (SARS) are two other examples of coronaviruses that originated from animals and then spread to people. More information about the source and spread of COVID-19 is available on the Situation Summary: Source and Spread of the Virus.",faq
jugglechat,5a1570e15d06850001b00a14,I thought we needed to wear face covering,only wear a face mask if a healthcare professional recommends it,qa
jugglechat,5f95953c6235723f9ee7441b,5 questions,This interactive map by the Johns Hopkins University provides updated information by country about the number of confirmed Covid19 cases and deaths: https://coronavirus.jhu.edu/map.html.,faq
jugglechat,5f0c40741fa6930438c1f19c,How accurate is testing for the virus,"It is able to spread person-to-person. The spread can also be through respiratory droplets released when you sneeze, cough, or talk. Respiratory droplets may also be passed from person-to-person through commonly used surfaces such as door nobs, elevator buttons and bathroom faucets.  [[Would you like more information?]] Among viruses, some are more contagious than others; for example, measles is so contagious that if one person has it, 9 out of 10 people of ALL ages around them will also become infected if they are not protected. COVID-19 is able to spread easily in the community, which is called ""community spread"".   [[Would you like more information on how you can avoid getting infected with the virus that causes Covid19?]] Socially distancing is a practice that aims to prevent those who are sick from coming into contact with those who are healthy. This is to reduce the opportunity for disease transmission. It means avoiding crowds, mass gatherings, and maintaining at least a 6 foot distance fom others. This means no handshakes, hugs, or high-fives. It is also important to practice frequent hand-washing with soap and water or an alcohol-based (at least 60%) hand sanitizer.",faq
jugglechat,5c800507a1d4b900114f28c4,How do I help myself,by providing social support,qa
jugglechat,5f56586779a86f05faa07be4,is there a vaccine,"Efforts to develop a vaccine are already underway. As yet, there is no vaccine available, however.. ",faq
jugglechat,5efd5d99d36f631a42803168,However,"this is a recommended practice and does not mean that if you maintain a six foot difference from everyone, you will not get the virus",qa
jugglechat,5eab1e2cc8c0ac0d8262feaf,How many cases of Covid 19 is currently in the US,"COVID-19 is a new coronavirus that we have not seen previously; it is not the same as the flu or common cold. Coronaviruses are types of viruses that cause illnesses. These include the common cold, flu, to more severe diseases like Middle East Respiratory Syndrom (MERs-CoV) and Severe Acute Respiratory Syndrome (SARS-CoV).   [[Would you like to know more about COVID-19 symptoms?]]",faq
jugglechat,5cca19fccb4dc60001d22e18,What are the symptons for covid 19,"COVID-19 is a new coronavirus that we have not seen previously; it is not the same as the flu or common cold. Coronaviruses are types of viruses that cause illnesses. These include the common cold, flu, to more severe diseases like Middle East Respiratory Syndrom (MERs-CoV) and Severe Acute Respiratory Syndrome (SARS-CoV).   [[Would you like to know more about COVID-19 symptoms?]]",faq
jugglechat,5ca380d0a29412000187029c,should households of young adults mix as they have low mortality rate,"Depending on local circumstances, local authorities may decide to temporarily close schools and daycare centres to reduce transmission",qa
jugglechat,5a1570e15d06850001b00a14,Why am I asked to wear a face covering whilst out shopping,there is little evidence showing that these masks used by healthy people will prevent transmission to the public,qa
jugglechat,5c800507a1d4b900114f28c4,What is social support,"fight stigma and help, not hurt, others by providing social support",qa
jugglechat,5ee73b641f27a34cb1d7fa2e,What are the symptoms of Covid-19,"Reported illnesses have ranged from mild symptoms to severe illness and death from confirmed COVID-19 cases. Confirmed means that these people were tested positive for COVID-19. These are the symptoms that can appear 2 to 14 days after exposure: fever, cough, shortness of breath, pneumonia in both lungs. Those who are infected with COVID-19 may also have little to no symptoms.   However, if you're experiencing difficulty breathing or shortness of breath, persistent pain or pressure in the chest, new confusion or inability to arouse, and/or bluish lips or face - please seek medical attention immediately. This is not an all inclusive list - if you are experiencing symptoms that are severe or concerning, talk to your medical provider.",faq
jugglechat,5eab1e2cc8c0ac0d8262feaf,Do you like ducks,"I'm sorry, but I don't seem to have a solid answer for that.. :(",deny
jugglechat,5a9d6bc3b5e2110001c6de60,How often to people get the 3 main symptoms,https://www.cdc.gov/coronavirus/2019-ncov/specific-groups/high-risk-complications.html,qa
jugglechat,5ca380d0a29412000187029c,what is the biggest way covid 19 is spread,respiratory droplets that come from coughing or sneezing,qa
jugglechat,5cca19fccb4dc60001d22e18,yes,"I'm sorry, but I don't seem to have a solid answer for that.. :(",affirm
jugglechat,5cbd10b31e31d600180cb542,what are covid symtoms,CDC's website,qa
jugglechat,5c800507a1d4b900114f28c4,But how other than washing my hands do I stay safe,"cleaning hands often with soap water, or an alcohol based hand sanitizer, avoiding people who ar sick, and cleaning/disinfecting high-touch surfaces regularly",qa
jugglechat,5f56586779a86f05faa07be4,is remdesivir useful for treatment,"At this time, there are no natural health products that are authorized to treat or protect against COVID-19.",faq
jugglechat,5f4b9740fdda0b04d86a533c,Could you tell me more about prevention,"The best way to prevent illness from COVID-19 is to avoid being exposed to the virus and use good hand hygiene. Common sense precautions that prevent the spread of flu will also help prevent the spread of COVID-19. Please do the following: Stay home if you are sick. Avoid close contact with people who are sick. Cover cough and sneeze. Avoid touching your eyes, nose, and mouth. Wash your hands often with soap and water for at least 20 seconds, especially after going to the bathroom, before eating and after blowing your nose, coughing or sneezing. If soap and water are not readily available, use an alcohol-based hand sanitizer with at least 60% alcohol. Always wash hands with soap and water if hands are visibly dirty. The Centers for Disease Control and Prevention (CDC) does not recommend that people who are well to wear a facemask to protect themselves from respiratory diseases, including COVID-19. Facemasks should only be worn by persons who are sick or persons caring for them. Clean and disinfect frequently touched objects and hard surfaces using a regular household cleaning spray or wipe.",faq
jugglechat,5a1570e15d06850001b00a14,Can I be asked to leave somewhere if I am not wearing a face mask,there is little evidence showing that these masks used by healthy people will prevent transmission to public,qa
jugglechat,595e8df7ccf0620001537dbb,Can you sum up the information about covid 19,"Most people with mild coronavirus illness will recover on their own. If you are concerend about your symptoms, you should self-monitor and consult your health care provider. They may recommend steps you can take to relieve symptoms. At this time, there is no vaccine for COVID-19 that is authorized to treat or protect against COVID-19. If you have received a flu vaccine, it will not protect against coronaviruses",faq
jugglechat,5eb94a36da9efb0121ddf207,when was it discovered,coronavirus,qa
jugglechat,5e66af6f70f23a07c791f77d,Can the virus be carried by household pets,"Although the current spread and growth of the COVID-19 outbreak is primarily associated with spread from person to person, experts agree that the virus likely originated from bats and may have passed through an intermediary animal source (currently unknown) in China before being transmitted to humans.  It is recommended that individuals who travel to avoid contact with animals, including wild meat and wet (live animal) markets.  If you are considering travel, check the latest travel health notices for the most up-to-date travel advice prior to travelling.  Importers, rescue organizations and adoptive families should limit or postpone importing animals from affected areas. If animals are imported from an affected area: they should be closely monitored for signs of illness, you should contact a veterinarian if they become sick, and call ahead to ensure they are aware of the circumstances",faq
jugglechat,5f46b227eb8fa3064a301c6e,Can i infect someone if I've recovered from it,Someone who is actively sick with COVID-19 can spread the illness to others,qa
jugglechat,5a9d6bc3b5e2110001c6de60,What is Long Covid,CDC's website,qa
jugglechat,5c800507a1d4b900114f28c4,Why are your responses so one-sided,"Socially distancing is a practice that aims to prevent those who are sick from coming into contact with those who are healthy. This is to reduce the opportunity for disease transmission. As COVID-19 spreads person-to-person in close contact, we want to reduce the chance of infection amongst populations that are vulnerable. This includes older adults (over the age of 65) and those with suppressed immune systems. It is also to help reduce the burden on healthcar esystems and workers, as there are not enough workers and beds to care for patients if everyone were to have COVID-19 at the same time.",faq
jugglechat,5ee73b641f27a34cb1d7fa2e,What is the survival rate from Covid-19,"People can catch COVID-19 from others who have the virus. The disease can spread from person to person through small droplets from the nose or mouth which are spread when a person with COVID-19 coughs or exhales. These droplets land on objects and surfaces around the person. Other people then catch COVID-19 by touching these objects or surfaces, then touching their eyes, nose or mouth. People can also catch COVID-19 if they breathe in droplets from a person with COVID-19 who coughs out or exhales droplets. This is why it is important to stay more than 1 meter (3 feet) away from a person who is sick.. . WHO is assessing ongoing research on the ways COVID-19 is spread and will continue to share updated findings.    ",faq
jugglechat,5a1570e15d06850001b00a14,How long should I wash my hands,"Handwashing with soap and water for at least 20 seconds is the best way to protect yourself and your family from getting sick! This is important to do regularly - everytime you wash your hands - but especially after blowing your nose, coughing, sneezing, going to the restroom, and before eating or preparing food? If you do not have soap and water available, please use an alcohol based hand sanitizer that has at least 60% alcohol.",faq
jugglechat,5cca19fccb4dc60001d22e18,is there a vaccine available for covid 19,"At this time, there is no vaccine",qa
jugglechat,5f2bd1c5f401406864b69ea4,How soon after coming into contact with COVID19 do you become infectious,respiratory droplets,qa
jugglechat,577d1216b425c40001434b2f,How is the virus transmitted,"It is able to spread person-to-person. The spread can also be through respiratory droplets released when you sneeze, cough, or talk. Respiratory droplets may also be passed from person-to-person through commonly used surfaces such as door nobs, elevator buttons and bathroom faucets.  [[Would you like more information?]] Among viruses, some are more contagious than others; for example, measles is so contagious that if one person has it, 9 out of 10 people of ALL ages around them will also become infected if they are not protected. COVID-19 is able to spread easily in the community, which is called ""community spread"".   [[Would you like more information on how you can avoid getting infected with the virus that causes Covid19?]] Socially distancing is a practice that aims to prevent those who are sick from coming into contact with those who are healthy. This is to reduce the opportunity for disease transmission. It means avoiding crowds, mass gatherings, and maintaining at least a 6 foot distance fom others. This means no handshakes, hugs, or high-fives. It is also important to practice frequent hand-washing with soap and water or an alcohol-based (at least 60%) hand sanitizer.",faq
jugglechat,595e8df7ccf0620001537dbb,when is a vaccine likely to be available,"At this time, there is no vaccine for COVID-19",qa
jugglechat,5f46b227eb8fa3064a301c6e,Should i stay at home if I fell bad,"Socially distancing is a practice that aims to prevent those who are sick from coming into contact with those who are healthy. This is to reduce the opportunity for disease transmission. As COVID-19 spreads person-to-person in close contact, we want to reduce the chance of infection amongst populations that are vulnerable. This includes older adults (over the age of 65) and those with suppressed immune systems. It is also to help reduce the burden on healthcar esystems and workers, as there are not enough workers and beds to care for patients if everyone were to have COVID-19 at the same time.",faq
jugglechat,5eedec89a08bcd222d7c447c,why has this virus become very easily transmitted between people if previous coronavirus strains are not so,"It is able to spread person-to-person. The spread can also be through respiratory droplets released when you sneeze, cough, or talk. Respiratory droplets may also be passed from person-to-person through commonly used surfaces such as door nobs, elevator buttons and bathroom faucets.  [[Would you like more information?]] Among viruses, some are more contagious than others; for example, measles is so contagious that if one person has it, 9 out of 10 people of ALL ages around them will also become infected if they are not protected. COVID-19 is able to spread easily in the community, which is called ""community spread"".   [[Would you like more information on how you can avoid getting infected with the virus that causes Covid19?]] Socially distancing is a practice that aims to prevent those who are sick from coming into contact with those who are healthy. This is to reduce the opportunity for disease transmission. It means avoiding crowds, mass gatherings, and maintaining at least a 6 foot distance fom others. This means no handshakes, hugs, or high-fives. It is also important to practice frequent hand-washing with soap and water or an alcohol-based (at least 60%) hand sanitizer.",faq
jugglechat,5f8a5209a63a2e113f515fc3,What is the main symptom of covid-19,there is no evidence that food items imported into the European Union in accordance with the applicable animal and public health regulations pose a risk for the health of EU citizens in relation to COVID-19. The main mode of transmission is from person to person,qa
jugglechat,5eb94a36da9efb0121ddf207,who is more at risk,"older adults, and persons who have underlying chronic medical conditions",qa
jugglechat,5efd5d99d36f631a42803168,have children been diagnosed with coronavirus,"A recent study shows that the virus can live in the air and on surfaces from several hours to several days. On plastic, it can live for up to 72 hours (3 days). On stainless steel, it can live for up to 48 hours (2 days). On cardboard, it can live up to 24 hours (1 day). On copper, it can live up to four hours. It is detectable in the air for up to three hours. However, the amount of virus that remains is quite minimal - so the risk is still relatively low to contract COVID19 from these surfaces.  It is still important to regularly clean and disinfect high-touch surfaces as well as packages and mail that come through. Remember to wash your hands frequently with soap and water or an alcohol based hand sanitizer (60%). ",faq
jugglechat,5f2bd1c5f401406864b69ea4,when do you become infectious when you have been infected,"This virus was first detected in Wuhan City, Hubei Province, China. The first infections were linked to a live animal market, but the virus is now spreading from person-to-person. It's important to note that person-to-person spread can happen on a continuum. Some viruses are highly contagious (like measles), while other viruses are less so.. . The virus that causes COVID-19 seems to be spreading easily and sustainably in the community (“community spread”) in some affected geographic areas. Community spread means people have been infected with the virus in an area, including some who are not sure how or where they became infected.. . Learn what is known about the spread of newly emerged coronaviruses.",faq
jugglechat,5cca19fccb4dc60001d22e18,how is the virus passed on,"It is able to spread person-to-person. The spread can also be through respiratory droplets released when you sneeze, cough, or talk. Respiratory droplets may also be passed from person-to-person through commonly used surfaces such as door nobs, elevator buttons and bathroom faucets.  [[Would you like more information?]] Among viruses, some are more contagious than others; for example, measles is so contagious that if one person has it, 9 out of 10 people of ALL ages around them will also become infected if they are not protected. COVID-19 is able to spread easily in the community, which is called ""community spread"".   [[Would you like more information on how you can avoid getting infected with the virus that causes Covid19?]] Socially distancing is a practice that aims to prevent those who are sick from coming into contact with those who are healthy. This is to reduce the opportunity for disease transmission. It means avoiding crowds, mass gatherings, and maintaining at least a 6 foot distance fom others. This means no handshakes, hugs, or high-fives. It is also important to practice frequent hand-washing with soap and water or an alcohol-based (at least 60%) hand sanitizer.",faq
jugglechat,5cbd10b31e31d600180cb542,when did covid originate from,"It is able to spread person-to-person. The spread can also be through respiratory droplets released when you sneeze, cough, or talk. Respiratory droplets may also be passed from person-to-person through commonly used surfaces such as door nobs, elevator buttons and bathroom faucets.  [[Would you like more information?]] Among viruses, some are more contagious than others; for example, measles is so contagious that if one person has it, 9 out of 10 people of ALL ages around them will also become infected if they are not protected. COVID-19 is able to spread easily in the community, which is called ""community spread"".   [[Would you like more information on how you can avoid getting infected with the virus that causes Covid19?]] Socially distancing is a practice that aims to prevent those who are sick from coming into contact with those who are healthy. This is to reduce the opportunity for disease transmission. It means avoiding crowds, mass gatherings, and maintaining at least a 6 foot distance fom others. This means no handshakes, hugs, or high-fives. It is also important to practice frequent hand-washing with soap and water or an alcohol-based (at least 60%) hand sanitizer.",faq
jugglechat,595e8df7ccf0620001537dbb,what should I do if I am high risk as I have asthma and diabetes,call your state or local health department or a medical provider,qa
jugglechat,5f4b9740fdda0b04d86a533c,Could you tell me about treatment,"At this time, there are no natural health products that are authorized to treat or protect against COVID-19.",faq
jugglechat,5e66af6f70f23a07c791f77d,What causes an asymptomatic response,"an emerging, rapidly evolving situation",qa
jugglechat,5f2b37b5b986da5611f70e76,Please can you summarise the points of the last page,"If you have developed symptoms like fever, cough, and/or difficulty breathing, and you have been in close contact with a person known to have COVID-19, or they have recently traveled to an area with ongoing spread of COVID-19, yes. Stay home and call your health care provider. Older patients and individuals who have severe underlying medical conditions should contact their healthcare providers earlier, even if the illness seems mild. If your symptoms are severe - like you are having persistent pain/pressure in chest, new confusion or inability to arouse, or bluish lips or face, contact healthcare provider or go to the emergency room - it is important to seek care immediately. Your doctor will determine if you have symptoms of COVID-19 and whether you should be tested?",faq
jugglechat,5cca19fccb4dc60001d22e18,where did the virus start,"This virus was first detected in Wuhan City, Hubei Province, China. The first infections were linked to a live animal market, but the virus is now spreading from person-to-person. It's important to note that person-to-person spread can happen on a continuum. Some viruses are highly contagious (like measles), while other viruses are less so.. . The virus that causes COVID-19 seems to be spreading easily and sustainably in the community (“community spread”) in some affected geographic areas. Community spread means people have been infected with the virus in an area, including some who are not sure how or where they became infected.. . Learn what is known about the spread of newly emerged coronaviruses.",faq
jugglechat,595e8df7ccf0620001537dbb,what will they be able to tell me,hospitals and family physicians decide who will be tested,qa
jugglechat,5f2bd1c5f401406864b69ea4,What underlying health conditions can make covid worse,"Call ahead: If you are experiencing symptoms of COVID-19, and may have had contact with a person with COVID-19 or recently traveled to countries with apparent community spread, call your health care provider or local public health department first before seeking medical care so that appropriate precautions can be taken.",faq
jugglechat,5efd5d99d36f631a42803168,can bleach kill the virus,"We do not know. Some viruses, like the common cold or flu, spread more during the cold weather months but people still become sick in warmer months with them. There is still a lot to learn about how weather and temperature impact spread of COVID-19.",faq
jugglechat,577d1216b425c40001434b2f,Where did the outbreak start,"According to information from the Chinese authorities in Wuhan, some patients worked as traders or vendors at the Huanan Seafood Market in Wuhan. It is the largest seafood market in Wuhan with over 600 stalls and 1,500 workers. It has been reported that wild animals and/or organs of other animals and reptiles were also offered for sale at the market. It is currently assumed that SARS-CoV-2 was spread to human beings from bats.. ",faq
jugglechat,5e66af6f70f23a07c791f77d,Can you take any precautionary medicine to avoid contraction,"At this time, there are no natural health products that are authorized to treat or protect against COVID-19.",faq
jugglechat,5f46b227eb8fa3064a301c6e,Does the virus stays at the food,"Right now, our current understanding of how COVID-19 spreads is person-to-person through respiratory droplets. We have not seen anything related to spread through food. For the surfaces of frozen foods and other food product packaging - because of the poor survivalbility of the coronaviruses on these surfaces, it is a very low risk of spread. However, it is important to make sure you wash your hands with soap and water for at least 20 seconds to practice general food safety. Please also continue to wash your hands after blowing your nose, coughing or sneezing, or going to the bathroom.",faq
jugglechat,595e8df7ccf0620001537dbb,are there extra steps I should take to prevent infection,there is insufficient evidence to suggest that pregnant women are at a greater risk for more serious outcomes related to COVID-19,qa
jugglechat,5f2b37b5b986da5611f70e76,Is lack of taste or sense of smell a symptom,There is a potential risk of infection with improper mask use and disposal,qa
jugglechat,5f2bd1c5f401406864b69ea4,how can i protect my family,"We can channel our concerns into actions to protect ourselves, our loved ones and our communities",qa
jugglechat,5d1bf643f18c6c00187def44,"Hello, can you tell me what new policies have been put in place since February",This interactive map by the Johns Hopkins University provides updated information by country about the number of confirmed Covid19 cases and deaths: https://coronavirus.jhu.edu/map.html.,faq
jugglechat,5e66af6f70f23a07c791f77d,Will everyone need a vaccine,"At this time, there is no vaccine for COVID-19",qa
