group,chat_input,chat_response,chat_bot_type
faq,does it affect children,"No. They have the same symptoms, though it may be milder in children. Reported symptoms include cold-like symptoms, such as fever, runny nose, and cough. Vomiting and diarrhea have also been reported. There is more to be learned about how COVID-19 affects children.",faq
faq,Is 20 seconds hand washing really long enough,"Handwashing with soap and water for at least 20 seconds is the best way to protect yourself and your family from getting sick! This is important to do regularly - everytime you wash your hands - but especially after blowing your nose, coughing, sneezing, going to the restroom, and before eating or preparing food? If you do not have soap and water available, please use an alcohol based hand sanitizer that has at least 60% alcohol.",faq
faq,How many people in the UK have died from COVID-19,"It is able to spread person-to-person. The spread can also be through respiratory droplets released when you sneeze, cough, or talk. Respiratory droplets may also be passed from person-to-person through commonly used surfaces such as door nobs, elevator buttons and bathroom faucets.  [[Would you like more information?]] Among viruses, some are more contagious than others; for example, measles is so contagious that if one person has it, 9 out of 10 people of ALL ages around them will also become infected if they are not protected. COVID-19 is able to spread easily in the community, which is called ""community spread"".   [[Would you like more information on how you can avoid getting infected with the virus that causes Covid19?]] Socially distancing is a practice that aims to prevent those who are sick from coming into contact with those who are healthy. This is to reduce the opportunity for disease transmission. It means avoiding crowds, mass gatherings, and maintaining at least a 6 foot distance fom others. This means no handshakes, hugs, or high-fives. It is also important to practice frequent hand-washing with soap and water or an alcohol-based (at least 60%) hand sanitizer.",faq
faq,How many people have been affected,This interactive map by the Johns Hopkins University provides updated information by country about the number of confirmed Covid19 cases and deaths: https://coronavirus.jhu.edu/map.html.,faq
faq,Which over the counter or prescription drug can i use to prevent being infected,"At this time, there are no natural health products that are authorized to treat or protect against COVID-19.",faq
faq,how long is the pandemic likely to continue,"It depends, and is often decided on a case-by-case basis. The CDC guidance currently says it is okay to release someone from isolation if they have met the following requirements:  * The individual has no more fever without use of fever-reducing medications  * The individual no longer showing symptoms like the cough * The individual has tested negative on at least two tests that have been collected at least 24 hours apart",faq
faq,Why shouldn't i wear a face mask if i am.well,"You should only wear a face mask if a healthcare professional recommends it. Generally, those who have COVID-19 and are showing symptoms should wear face-masks to prevent others from the risk of getting infected  Please do not stock significantly on face masks as they are also crucial for health workers and those who are taking care of people infected with COVID-19.",faq
faq,What is the best way to cure Covid,"If you have the symptoms of COVID-19 and want to get tested, call your state or local health department or a medical provider. Please note that while test supplies are increasing, it may be difficult to find a place to get tested.   [[Would you like to know the symptoms of COVID19?]] People may experience the following: cough, fever, tiredness, and difficulty breathing. These symptoms may appear 2-14 days after exposure to COVID19. If you develop any emergency warning signs - it is important to get medical attention immediately. These are: having trouble breathing, persistent pain or pressure in the chest, new confusion or inability to arouse, and/or bluish lips or face. You also may be at higher risk from COVID19 if you are over the age of 65, live in a nursing home or long-term care facility, or have other high-risk conditions (e.g. chronic lung disease, serious heart conditions, asthma, immunocomprimised, severe obesity, diabetes, etc.) ",faq
faq,What is the effect of coronavirus on animals,"There is currently no evidence to suggest that this virus is circulating in animals in Canada.  It is possible that some types of animals can be infected with COVID-19 but there is no evidence that pets or other animals can spread the virus. There are still many unknowns about COVID-19 and this is an area that remains to be studied and understood.  Until we know more, if you have been diagnosed with COVID-19 and have a pet or other animal: avoid close contact with them, do not snuggle or kiss them, or let them lick you, sit on your lap, or sleep in your bed, practice good cough etiquette, avoid coughing and sneezing on your animals, have another member of your household care for your animals (if this is not possible, always wash your hands before touching or feeding them), and limit your animal's contact with other people and animals (this may mean keeping them indoors)  To date, there have not been any reports of livestock being infected by COVID-19 anywhere. However, livestock producers should follow normal biosecurity measures as always. This includes limiting visitors or workers who may have travelled to, or been in contact with, someone from an affected area.",faq
faq,What are the symptoms of COVID-19,"Reported illnesses have ranged from mild symptoms to severe illness and death from confirmed COVID-19 cases. Confirmed means that these people were tested positive for COVID-19. These are the symptoms that can appear 2 to 14 days after exposure: fever, cough, shortness of breath, pneumonia in both lungs. Those who are infected with COVID-19 may also have little to no symptoms.   However, if you're experiencing difficulty breathing or shortness of breath, persistent pain or pressure in the chest, new confusion or inability to arouse, and/or bluish lips or face - please seek medical attention immediately. This is not an all inclusive list - if you are experiencing symptoms that are severe or concerning, talk to your medical provider.",faq
faq,How is COVID 19 spread,"It is able to spread person-to-person. The spread can also be through respiratory droplets released when you sneeze, cough, or talk. Respiratory droplets may also be passed from person-to-person through commonly used surfaces such as door nobs, elevator buttons and bathroom faucets.  [[Would you like more information?]] Among viruses, some are more contagious than others; for example, measles is so contagious that if one person has it, 9 out of 10 people of ALL ages around them will also become infected if they are not protected. COVID-19 is able to spread easily in the community, which is called ""community spread"".   [[Would you like more information on how you can avoid getting infected with the virus that causes Covid19?]] Socially distancing is a practice that aims to prevent those who are sick from coming into contact with those who are healthy. This is to reduce the opportunity for disease transmission. It means avoiding crowds, mass gatherings, and maintaining at least a 6 foot distance fom others. This means no handshakes, hugs, or high-fives. It is also important to practice frequent hand-washing with soap and water or an alcohol-based (at least 60%) hand sanitizer.",faq
faq,I'm not entirely sure what I'm meant to be asking you but okay. How fatal is COVID-19,"Most people who get COVID-19 will be able to recover at home. CDC has directions for people who are recovering at home and their caregivers, including:. . Stay home when you are sick, except to get medical care.. If you develop emergency warning signs for COVID-19 get medical attention immediately. In adults, emergency warning signs*:. Difficulty breathing or shortness of breath. Persistent pain or pressure in the chest. New confusion or inability to arouse. Bluish lips or face. *This list is not all inclusive. Please consult your medical provider for any other symptom that is severe or concerning.. Use a separate room and bathroom for sick household members (if possible).. Clean hands regularly by handwashing with soap and water or using an alcohol-based hand sanitizer with at least 60% alcohol.. Provide your sick household member with clean disposable facemasks to wear at home, if available, to help prevent spreading COVID-19 to others.. Clean the sick room and bathroom, as needed, to avoid unnecessary contact with the sick person.. Avoid sharing personal items like utensils, food, and drinks.",faq
faq,What are some everyday prevention actions for coronavirus,"Reported illnesses have ranged from mild symptoms to severe illness and death from confirmed COVID-19 cases. Confirmed means that these people were tested positive for COVID-19. These are the symptoms that can appear 2 to 14 days after exposure: fever, cough, shortness of breath, pneumonia in both lungs. Those who are infected with COVID-19 may also have little to no symptoms.   However, if you're experiencing difficulty breathing or shortness of breath, persistent pain or pressure in the chest, new confusion or inability to arouse, and/or bluish lips or face - please seek medical attention immediately. This is not an all inclusive list - if you are experiencing symptoms that are severe or concerning, talk to your medical provider.",faq
faq,How many times a day should I wash my hands,"Handwashing with soap and water for at least 20 seconds is the best way to protect yourself and your family from getting sick! This is important to do regularly - everytime you wash your hands - but especially after blowing your nose, coughing, sneezing, going to the restroom, and before eating or preparing food? If you do not have soap and water available, please use an alcohol based hand sanitizer that has at least 60% alcohol.",faq
faq,"If you get COVID, what are the chances you'll die","If you have the symptoms of COVID-19 and want to get tested, call your state or local health department or a medical provider. Please note that while test supplies are increasing, it may be difficult to find a place to get tested.   [[Would you like to know the symptoms of COVID19?]] People may experience the following: cough, fever, tiredness, and difficulty breathing. These symptoms may appear 2-14 days after exposure to COVID19. If you develop any emergency warning signs - it is important to get medical attention immediately. These are: having trouble breathing, persistent pain or pressure in the chest, new confusion or inability to arouse, and/or bluish lips or face. You also may be at higher risk from COVID19 if you are over the age of 65, live in a nursing home or long-term care facility, or have other high-risk conditions (e.g. chronic lung disease, serious heart conditions, asthma, immunocomprimised, severe obesity, diabetes, etc.) ",faq
faq,Is  it possible that I have had covid19 and not known it,"If you have developed symptoms like fever, cough, and/or difficulty breathing, and you have been in close contact with a person known to have COVID-19, or they have recently traveled to an area with ongoing spread of COVID-19, yes. Stay home and call your health care provider. Older patients and individuals who have severe underlying medical conditions should contact their healthcare providers earlier, even if the illness seems mild. If your symptoms are severe - like you are having persistent pain/pressure in chest, new confusion or inability to arouse, or bluish lips or face, contact healthcare provider or go to the emergency room - it is important to seek care immediately. Your doctor will determine if you have symptoms of COVID-19 and whether you should be tested?",faq
faq,How much is known about COVID-19,"COVID-19 is a new coronavirus that we have not seen previously; it is not the same as the flu or common cold. Coronaviruses are types of viruses that cause illnesses. These include the common cold, flu, to more severe diseases like Middle East Respiratory Syndrom (MERs-CoV) and Severe Acute Respiratory Syndrome (SARS-CoV).   [[Would you like to know more about COVID-19 symptoms?]]",faq
faq,How can you catch covid,"It is able to spread person-to-person. The spread can also be through respiratory droplets released when you sneeze, cough, or talk. Respiratory droplets may also be passed from person-to-person through commonly used surfaces such as door nobs, elevator buttons and bathroom faucets.  [[Would you like more information?]] Among viruses, some are more contagious than others; for example, measles is so contagious that if one person has it, 9 out of 10 people of ALL ages around them will also become infected if they are not protected. COVID-19 is able to spread easily in the community, which is called ""community spread"".   [[Would you like more information on how you can avoid getting infected with the virus that causes Covid19?]] Socially distancing is a practice that aims to prevent those who are sick from coming into contact with those who are healthy. This is to reduce the opportunity for disease transmission. It means avoiding crowds, mass gatherings, and maintaining at least a 6 foot distance fom others. This means no handshakes, hugs, or high-fives. It is also important to practice frequent hand-washing with soap and water or an alcohol-based (at least 60%) hand sanitizer.",faq
faq,how does it affect pregnancy,"Throughout pregnancy, women experience changes in their bodies that may increase the risk of some illnesses, including viral respiratory infections, such as the flu. At this time, there is insufficient evidence to suggest that pregnant women are at a greater risk for more serious outcomes related to COVID-19.  It is always important for pregnant women to protect themselves from illnesses and take the appropriate steps to avoid and prevent infection. Proper hygiene can help reduce the risk of getting an infection or spreading infection to others.  If you are pregnant and concerned about COVID-19, speak to your health care provider.",faq
faq,jnjn,"It is important to daily practice actions that will not only reduce your chances of getting sick, but also of those around you. Practice habits to keep you and your family safe.   Please avoid close contact with those who are sick. When you are sick, stay at home - except when getting medical care. Cover your coughs and sneezes with tissues, and throw the tissue away. Wash your hands with soap and water for at least 20 seconds, especially after blowing your nose, coughing, sneezing, using the restroom, and before eating or preparing food. If you don't have soap and water, use an alcohol-based hand sanitizer that has at least 60% alcohol. ALWAYS wash your hands with soap and water if your hands are visibly dirty. Please also clean and disinfect frequently touched surfaces (e.g. tables, countertops, light switches, door knobs, cabinet handles).",faq
faq,Where did COVID-19 originate,"It was first found in Wuhan City, Hubei Province, China. The first cases are linked to a live animal market but now COVID-19 is able to spread person-to-person.",faq
faq,Is covid-19 found in animals,"COVID-19 is a new coronavirus that we have not seen previously; it is not the same as the flu or common cold. Coronaviruses are types of viruses that cause illnesses. These include the common cold, flu, to more severe diseases like Middle East Respiratory Syndrom (MERs-CoV) and Severe Acute Respiratory Syndrome (SARS-CoV).   [[Would you like to know more about COVID-19 symptoms?]]",faq
faq,that makes sense,"If you are a healthy individual, the use of a mask is not recommended for preventing the spread of COVID-19.  Wearing a mask when you are not ill may give a false sense of security. There is a potential risk of infection with improper mask use and disposal. They also need to be changed frequently.  However, your health care provider may recommend you wear a mask if you are experiencing symptoms of COVID-19 while you are seeking or waiting for care. In this instance, masks are an appropriate part of infection prevention and control measures. The mask acts as a barrier and helps stop the tiny droplets from spreading you when you cough or sneeze.",faq
faq,How far can COVID-19 spread,"It is able to spread person-to-person. The spread can also be through respiratory droplets released when you sneeze, cough, or talk. Respiratory droplets may also be passed from person-to-person through commonly used surfaces such as door nobs, elevator buttons and bathroom faucets.  [[Would you like more information?]] Among viruses, some are more contagious than others; for example, measles is so contagious that if one person has it, 9 out of 10 people of ALL ages around them will also become infected if they are not protected. COVID-19 is able to spread easily in the community, which is called ""community spread"".   [[Would you like more information on how you can avoid getting infected with the virus that causes Covid19?]] Socially distancing is a practice that aims to prevent those who are sick from coming into contact with those who are healthy. This is to reduce the opportunity for disease transmission. It means avoiding crowds, mass gatherings, and maintaining at least a 6 foot distance fom others. This means no handshakes, hugs, or high-fives. It is also important to practice frequent hand-washing with soap and water or an alcohol-based (at least 60%) hand sanitizer.",faq
faq,Tell me more about symptoms of COVID-19,"Reported illnesses have ranged from mild symptoms to severe illness and death from confirmed COVID-19 cases. Confirmed means that these people were tested positive for COVID-19. These are the symptoms that can appear 2 to 14 days after exposure: fever, cough, shortness of breath, pneumonia in both lungs. Those who are infected with COVID-19 may also have little to no symptoms.   However, if you're experiencing difficulty breathing or shortness of breath, persistent pain or pressure in the chest, new confusion or inability to arouse, and/or bluish lips or face - please seek medical attention immediately. This is not an all inclusive list - if you are experiencing symptoms that are severe or concerning, talk to your medical provider.",faq
faq,Does it originate from bats,"It was first found in Wuhan City, Hubei Province, China. The first cases are linked to a live animal market but now COVID-19 is able to spread person-to-person.",faq
faq,"What are the side effects, if any, of wearing a mask","You should only wear a face mask if a healthcare professional recommends it. Generally, those who have COVID-19 and are showing symptoms should wear face-masks to prevent others from the risk of getting infected  Please do not stock significantly on face masks as they are also crucial for health workers and those who are taking care of people infected with COVID-19.",faq
faq,What country is affected the most,"Older adults (people over the age of 65), those who live in nursing homes or long term care facilities, people who have underlying medical conditions (e.g. chronic lung disease, asthma, diabetes, sickle cell anemia, weakened immune system, chemotherapy, liver cirrhosis, etc), pregnant people, and incarcerated populations.",faq
faq,What are the symptoms of mild coronavirus,"Reported illnesses have ranged from mild symptoms to severe illness and death from confirmed COVID-19 cases. Confirmed means that these people were tested positive for COVID-19. These are the symptoms that can appear 2 to 14 days after exposure: fever, cough, shortness of breath, pneumonia in both lungs. Those who are infected with COVID-19 may also have little to no symptoms.   However, if you're experiencing difficulty breathing or shortness of breath, persistent pain or pressure in the chest, new confusion or inability to arouse, and/or bluish lips or face - please seek medical attention immediately. This is not an all inclusive list - if you are experiencing symptoms that are severe or concerning, talk to your medical provider.",faq
faq,What are the symptoms of cornavirus,"Reported illnesses have ranged from mild symptoms to severe illness and death from confirmed COVID-19 cases. Confirmed means that these people were tested positive for COVID-19. These are the symptoms that can appear 2 to 14 days after exposure: fever, cough, shortness of breath, pneumonia in both lungs. Those who are infected with COVID-19 may also have little to no symptoms.   However, if you're experiencing difficulty breathing or shortness of breath, persistent pain or pressure in the chest, new confusion or inability to arouse, and/or bluish lips or face - please seek medical attention immediately. This is not an all inclusive list - if you are experiencing symptoms that are severe or concerning, talk to your medical provider.",faq
faq,how can i protect myself,"The best way to prevent illness from COVID-19 is to avoid being exposed to the virus and use good hand hygiene. Common sense precautions that prevent the spread of flu will also help prevent the spread of COVID-19. Please do the following: Stay home if you are sick. Avoid close contact with people who are sick. Cover cough and sneeze. Avoid touching your eyes, nose, and mouth. Wash your hands often with soap and water for at least 20 seconds, especially after going to the bathroom, before eating and after blowing your nose, coughing or sneezing. If soap and water are not readily available, use an alcohol-based hand sanitizer with at least 60% alcohol. Always wash hands with soap and water if hands are visibly dirty. The Centers for Disease Control and Prevention (CDC) does not recommend that people who are well to wear a facemask to protect themselves from respiratory diseases, including COVID-19. Facemasks should only be worn by persons who are sick or persons caring for them. Clean and disinfect frequently touched objects and hard surfaces using a regular household cleaning spray or wipe.",faq
faq,is there a cure for covid-19,"Most people with mild coronavirus illness will recover on their own. If you are concerend about your symptoms, you should self-monitor and consult your health care provider. They may recommend steps you can take to relieve symptoms. At this time, there is no vaccine for COVID-19 that is authorized to treat or protect against COVID-19. If you have received a flu vaccine, it will not protect against coronaviruses",faq
faq,Why should hand sanitisers contain alcohol,"IF NO ACCESS TO HAND SANITIZER: wash your hands frequently and thoroughly (this is the smartest thing you can do to prevent the spread of viruses), make sure that if you are able to buy a lesser-known brand of hand sanitizer that isn't Purell, it’s made of at least 60% alcohol, as recommended by the Centers for Disease Control and Prevention. (C.D.C.) (rules out some of the so-called “botanical” options and popular kid-friendly options), make sure that if you decide to try and make your own hand sanitizer, it also contains at least 60% alcohol. This recipe (two parts rubbing alcohol, one part aloe) sounds like it should achieve 60% alcohol. Keep in mind that some recipes call for using liquor (like vodka), which is usually 40% alcohol, and might not reach the threshold you need. For instance, Tito’s Vodka has been urging people not to use its product in DIY sanitizer solutions.",faq
faq,What distance should I keep from others,"The best way to prevent illness from COVID-19 is to avoid being exposed to the virus and use good hand hygiene. Common sense precautions that prevent the spread of flu will also help prevent the spread of COVID-19. Please do the following: Stay home if you are sick. Avoid close contact with people who are sick. Cover cough and sneeze. Avoid touching your eyes, nose, and mouth. Wash your hands often with soap and water for at least 20 seconds, especially after going to the bathroom, before eating and after blowing your nose, coughing or sneezing. If soap and water are not readily available, use an alcohol-based hand sanitizer with at least 60% alcohol. Always wash hands with soap and water if hands are visibly dirty. The Centers for Disease Control and Prevention (CDC) does not recommend that people who are well to wear a facemask to protect themselves from respiratory diseases, including COVID-19. Facemasks should only be worn by persons who are sick or persons caring for them. Clean and disinfect frequently touched objects and hard surfaces using a regular household cleaning spray or wipe.",faq
faq,What is the recovery rate,"It is important to daily practice actions that will not only reduce your chances of getting sick, but also of those around you. Practice habits to keep you and your family safe.   Please avoid close contact with those who are sick. When you are sick, stay at home - except when getting medical care. Cover your coughs and sneezes with tissues, and throw the tissue away. Wash your hands with soap and water for at least 20 seconds, especially after blowing your nose, coughing, sneezing, using the restroom, and before eating or preparing food. If you don't have soap and water, use an alcohol-based hand sanitizer that has at least 60% alcohol. ALWAYS wash your hands with soap and water if your hands are visibly dirty. Please also clean and disinfect frequently touched surfaces (e.g. tables, countertops, light switches, door knobs, cabinet handles).",faq
faq,mnb,"It is important to daily practice actions that will not only reduce your chances of getting sick, but also of those around you. Practice habits to keep you and your family safe.   Please avoid close contact with those who are sick. When you are sick, stay at home - except when getting medical care. Cover your coughs and sneezes with tissues, and throw the tissue away. Wash your hands with soap and water for at least 20 seconds, especially after blowing your nose, coughing, sneezing, using the restroom, and before eating or preparing food. If you don't have soap and water, use an alcohol-based hand sanitizer that has at least 60% alcohol. ALWAYS wash your hands with soap and water if your hands are visibly dirty. Please also clean and disinfect frequently touched surfaces (e.g. tables, countertops, light switches, door knobs, cabinet handles).",faq
faq,"If I had covid19, am I now immune","If you have developed symptoms like fever, cough, and/or difficulty breathing, and you have been in close contact with a person known to have COVID-19, or they have recently traveled to an area with ongoing spread of COVID-19, yes. Stay home and call your health care provider. Older patients and individuals who have severe underlying medical conditions should contact their healthcare providers earlier, even if the illness seems mild. If your symptoms are severe - like you are having persistent pain/pressure in chest, new confusion or inability to arouse, or bluish lips or face, contact healthcare provider or go to the emergency room - it is important to seek care immediately. Your doctor will determine if you have symptoms of COVID-19 and whether you should be tested?",faq
faq,ok,"It is important to daily practice actions that will not only reduce your chances of getting sick, but also of those around you. Practice habits to keep you and your family safe.   Please avoid close contact with those who are sick. When you are sick, stay at home - except when getting medical care. Cover your coughs and sneezes with tissues, and throw the tissue away. Wash your hands with soap and water for at least 20 seconds, especially after blowing your nose, coughing, sneezing, using the restroom, and before eating or preparing food. If you don't have soap and water, use an alcohol-based hand sanitizer that has at least 60% alcohol. ALWAYS wash your hands with soap and water if your hands are visibly dirty. Please also clean and disinfect frequently touched surfaces (e.g. tables, countertops, light switches, door knobs, cabinet handles).",faq
faq,What is the death rate,This interactive map by the Johns Hopkins University provides updated information by country about the number of confirmed Covid19 cases and deaths: https://coronavirus.jhu.edu/map.html.,faq
faq,How long can the virus last on surfaces,"A recent study shows that the virus can live in the air and on surfaces from several hours to several days. On plastic, it can live for up to 72 hours (3 days). On stainless steel, it can live for up to 48 hours (2 days). On cardboard, it can live up to 24 hours (1 day). On copper, it can live up to four hours. It is detectable in the air for up to three hours. However, the amount of virus that remains is quite minimal - so the risk is still relatively low to contract COVID19 from these surfaces.  It is still important to regularly clean and disinfect high-touch surfaces as well as packages and mail that come through. Remember to wash your hands frequently with soap and water or an alcohol based hand sanitizer (60%). ",faq
faq,How long should you isolate,"It depends, and is often decided on a case-by-case basis. The CDC guidance currently says it is okay to release someone from isolation if they have met the following requirements:  * The individual has no more fever without use of fever-reducing medications  * The individual no longer showing symptoms like the cough * The individual has tested negative on at least two tests that have been collected at least 24 hours apart",faq
faq,Ok,"It is important to daily practice actions that will not only reduce your chances of getting sick, but also of those around you. Practice habits to keep you and your family safe.   Please avoid close contact with those who are sick. When you are sick, stay at home - except when getting medical care. Cover your coughs and sneezes with tissues, and throw the tissue away. Wash your hands with soap and water for at least 20 seconds, especially after blowing your nose, coughing, sneezing, using the restroom, and before eating or preparing food. If you don't have soap and water, use an alcohol-based hand sanitizer that has at least 60% alcohol. ALWAYS wash your hands with soap and water if your hands are visibly dirty. Please also clean and disinfect frequently touched surfaces (e.g. tables, countertops, light switches, door knobs, cabinet handles).",faq
faq,k,"It is important to daily practice actions that will not only reduce your chances of getting sick, but also of those around you. Practice habits to keep you and your family safe.   Please avoid close contact with those who are sick. When you are sick, stay at home - except when getting medical care. Cover your coughs and sneezes with tissues, and throw the tissue away. Wash your hands with soap and water for at least 20 seconds, especially after blowing your nose, coughing, sneezing, using the restroom, and before eating or preparing food. If you don't have soap and water, use an alcohol-based hand sanitizer that has at least 60% alcohol. ALWAYS wash your hands with soap and water if your hands are visibly dirty. Please also clean and disinfect frequently touched surfaces (e.g. tables, countertops, light switches, door knobs, cabinet handles).",faq
faq,What are the types of tests I can get,"If you have the symptoms of COVID-19 and want to get tested, call your state or local health department or a medical provider. Please note that while test supplies are increasing, it may be difficult to find a place to get tested.   [[Would you like to know the symptoms of COVID19?]] People may experience the following: cough, fever, tiredness, and difficulty breathing. These symptoms may appear 2-14 days after exposure to COVID19. If you develop any emergency warning signs - it is important to get medical attention immediately. These are: having trouble breathing, persistent pain or pressure in the chest, new confusion or inability to arouse, and/or bluish lips or face. You also may be at higher risk from COVID19 if you are over the age of 65, live in a nursing home or long-term care facility, or have other high-risk conditions (e.g. chronic lung disease, serious heart conditions, asthma, immunocomprimised, severe obesity, diabetes, etc.) ",faq
faq,How do I find out if I have ever had covid19,"If you have developed symptoms like fever, cough, and/or difficulty breathing, and you have been in close contact with a person known to have COVID-19, or they have recently traveled to an area with ongoing spread of COVID-19, yes. Stay home and call your health care provider. Older patients and individuals who have severe underlying medical conditions should contact their healthcare providers earlier, even if the illness seems mild. If your symptoms are severe - like you are having persistent pain/pressure in chest, new confusion or inability to arouse, or bluish lips or face, contact healthcare provider or go to the emergency room - it is important to seek care immediately. Your doctor will determine if you have symptoms of COVID-19 and whether you should be tested?",faq
faq,kkll,"It is important to daily practice actions that will not only reduce your chances of getting sick, but also of those around you. Practice habits to keep you and your family safe.   Please avoid close contact with those who are sick. When you are sick, stay at home - except when getting medical care. Cover your coughs and sneezes with tissues, and throw the tissue away. Wash your hands with soap and water for at least 20 seconds, especially after blowing your nose, coughing, sneezing, using the restroom, and before eating or preparing food. If you don't have soap and water, use an alcohol-based hand sanitizer that has at least 60% alcohol. ALWAYS wash your hands with soap and water if your hands are visibly dirty. Please also clean and disinfect frequently touched surfaces (e.g. tables, countertops, light switches, door knobs, cabinet handles).",faq
faq,ok,"It is important to daily practice actions that will not only reduce your chances of getting sick, but also of those around you. Practice habits to keep you and your family safe.   Please avoid close contact with those who are sick. When you are sick, stay at home - except when getting medical care. Cover your coughs and sneezes with tissues, and throw the tissue away. Wash your hands with soap and water for at least 20 seconds, especially after blowing your nose, coughing, sneezing, using the restroom, and before eating or preparing food. If you don't have soap and water, use an alcohol-based hand sanitizer that has at least 60% alcohol. ALWAYS wash your hands with soap and water if your hands are visibly dirty. Please also clean and disinfect frequently touched surfaces (e.g. tables, countertops, light switches, door knobs, cabinet handles).",faq
faq,I know,"Reported illnesses have ranged from mild symptoms to severe illness and death from confirmed COVID-19 cases. Confirmed means that these people were tested positive for COVID-19. These are the symptoms that can appear 2 to 14 days after exposure: fever, cough, shortness of breath, pneumonia in both lungs. Those who are infected with COVID-19 may also have little to no symptoms.   However, if you're experiencing difficulty breathing or shortness of breath, persistent pain or pressure in the chest, new confusion or inability to arouse, and/or bluish lips or face - please seek medical attention immediately. This is not an all inclusive list - if you are experiencing symptoms that are severe or concerning, talk to your medical provider.",faq
faq,How contagious is COVID 19,"Yes. It is actively spreading person to person. The CDC recommends that those who have COVID-19 are isolated either at a hospital or at home, depending on how sick they are, until they are no longer at risk of infecting others.",faq
faq,Are there any health risks in wearing a mask due to breathing in higher levels of carbon dioxide,"Masks are only helpful in preventing people who have coronavirus (COVID19) from spreading it to others. If the person is healthy, there is likely no need for them to wear a face mask - as there is little evidence showing that these masks used by healthy people will prevent transmission to public.   If the person is coughing, sneezing, and exhibiting other symptoms of COVID-19, wearing a mask can be recommended. It is also recommended for those who are caring for someone who has or is suspected to have COVID-19. However, masks are only really effective if it is used in combination with frequent hand-washing with soap and water, or with an alcohol-based sanitizer.",faq
faq,how often should i wash my hands,"Handwashing with soap and water for at least 20 seconds is the best way to protect yourself and your family from getting sick! This is important to do regularly - everytime you wash your hands - but especially after blowing your nose, coughing, sneezing, going to the restroom, and before eating or preparing food? If you do not have soap and water available, please use an alcohol based hand sanitizer that has at least 60% alcohol.",faq
faq,What is the survival rate of COVID-19,"People can catch COVID-19 from others who have the virus. The disease can spread from person to person through small droplets from the nose or mouth which are spread when a person with COVID-19 coughs or exhales. These droplets land on objects and surfaces around the person. Other people then catch COVID-19 by touching these objects or surfaces, then touching their eyes, nose or mouth. People can also catch COVID-19 if they breathe in droplets from a person with COVID-19 who coughs out or exhales droplets. This is why it is important to stay more than 1 meter (3 feet) away from a person who is sick.. . WHO is assessing ongoing research on the ways COVID-19 is spread and will continue to share updated findings.    ",faq
faq,Should you isolate if someone has been infected at work,"Follow the advice of your local health officials. Stay home if you can. Talk to your employer to discuss working from home, taking leave if you or someone in your household gets sick with COVID-19 symptoms, or if your child's school is dismissed temporarily. Employers should be aware that more employees may need to stay at home to care for sick children or other sick family members than is usual in case of a community outbreak.",faq
faq,jjhh,"It is important to daily practice actions that will not only reduce your chances of getting sick, but also of those around you. Practice habits to keep you and your family safe.   Please avoid close contact with those who are sick. When you are sick, stay at home - except when getting medical care. Cover your coughs and sneezes with tissues, and throw the tissue away. Wash your hands with soap and water for at least 20 seconds, especially after blowing your nose, coughing, sneezing, using the restroom, and before eating or preparing food. If you don't have soap and water, use an alcohol-based hand sanitizer that has at least 60% alcohol. ALWAYS wash your hands with soap and water if your hands are visibly dirty. Please also clean and disinfect frequently touched surfaces (e.g. tables, countertops, light switches, door knobs, cabinet handles).",faq
faq,jjhhh,"It is important to daily practice actions that will not only reduce your chances of getting sick, but also of those around you. Practice habits to keep you and your family safe.   Please avoid close contact with those who are sick. When you are sick, stay at home - except when getting medical care. Cover your coughs and sneezes with tissues, and throw the tissue away. Wash your hands with soap and water for at least 20 seconds, especially after blowing your nose, coughing, sneezing, using the restroom, and before eating or preparing food. If you don't have soap and water, use an alcohol-based hand sanitizer that has at least 60% alcohol. ALWAYS wash your hands with soap and water if your hands are visibly dirty. Please also clean and disinfect frequently touched surfaces (e.g. tables, countertops, light switches, door knobs, cabinet handles).",faq
faq,Is COVID-19 transmitted through the air,"COVID-19 is being spread through respiratory droplets that come from coughing or sneezing. If these droplets from an infected person reach another person through the nose, eyes, or mouth it can transmit the disease. It isn't airborne in the same way measles is, but it does linger in the air for some amount of time. However, we are still not sure how long it is in the air for, when the virus particles will rest on the ground or surrounding surfaces, and how it helps transmit to other people.",faq
faq,Yes,"There are many types of coronaviruses. Some only cause illness in people, and some only infect animals. COVID-19 is likely due to an animal coronavirus being able to infect and spread among people. In the past, there was Middle East Respiratory Syndrom (MERS) and Severe Acute Respiratory (SARS) which are both coronaviruses that came from animals and spread among people.   [[Would you like more information on MERs?]] MERs is Middle East Respiratory Syndrome. It is also caused by coronavirus, similar to COVID-19. This virus was first reported in 2012 in Saudi Arabia. Their symptoms are severe acute respiratory illness which includes fever, cough, and shortness of breath. The virus does not pass easily person-to-person unless there is close contact, which includes providing unprotected care to a patient.  [[Would you like more information?]] SARS is Severe Acute Respiratory Syndrome. It was identified in 2003. It is thought to be an animal virus, though the animal source has not yet been identified. It transmits person-to-person, and has influenza-like symptoms, which include fever, malaise, headaches, diarrhea, and shivering. Currently, SARS-CoV is not being transmitted anywhere in the world. Since the 2003 epidemic, it has appeared four times due to laboratory accidents.",faq
faq,is the virus impacted every single country,"Yes. It is actively spreading person to person. The CDC recommends that those who have COVID-19 are isolated either at a hospital or at home, depending on how sick they are, until they are no longer at risk of infecting others.",faq
